pageviews,calls,reservations,business_id,restaurant_type,treatment,hours_opened
336,37,40,26871,independent,alternative,13
265,39,31,26872,independent,alternative,11
325,35,38,26873,independent,alternative,6
388,37,38,26874,independent,alternative,7
338,35,42,26875,independent,alternative,11
313,35,36,26876,independent,alternative,6
354,31,31,26877,independent,alternative,13
264,32,30,26878,independent,alternative,13
368,48,37,26879,independent,alternative,10
328,41,37,26880,independent,alternative,10
375,36,32,26881,independent,alternative,6
360,39,38,26882,independent,alternative,10
315,38,28,26883,independent,alternative,13
262,31,32,26884,independent,alternative,9
320,37,37,26885,independent,alternative,9
428,36,38,26886,independent,alternative,12
343,37,40,26887,independent,alternative,9
320,33,40,26888,independent,alternative,12
308,37,38,26889,independent,alternative,11
335,37,40,26890,independent,alternative,12
419,44,45,26891,independent,alternative,8
343,34,38,26892,independent,alternative,13
369,40,42,26893,independent,alternative,11
290,36,34,26894,independent,alternative,7
302,38,28,26895,independent,alternative,12
295,33,35,26896,independent,alternative,12
429,40,44,26897,independent,alternative,14
336,44,36,26898,independent,alternative,13
335,32,40,26899,independent,alternative,10
353,39,35,26900,independent,alternative,14
324,40,29,26901,independent,alternative,14
308,29,33,26902,independent,alternative,8
348,38,37,26903,independent,alternative,9
283,36,40,26904,independent,alternative,10
319,40,33,26905,independent,alternative,7
395,36,36,26906,independent,alternative,14
331,44,40,26907,independent,alternative,12
264,30,34,26908,independent,alternative,12
361,42,38,26909,independent,alternative,12
373,50,38,26910,independent,alternative,9
312,35,39,26911,independent,alternative,7
375,38,38,26912,independent,alternative,11
293,44,37,26913,independent,alternative,6
340,39,40,26914,independent,alternative,7
295,40,41,26915,independent,alternative,7
316,31,38,26916,independent,alternative,12
348,38,36,26917,independent,alternative,6
317,43,29,26918,independent,alternative,10
262,41,37,26919,independent,alternative,12
291,36,33,26920,independent,alternative,10
373,37,39,26921,independent,alternative,11
263,35,42,26922,independent,alternative,14
328,40,36,26923,independent,alternative,11
362,39,43,26924,independent,alternative,12
325,35,34,26925,independent,alternative,12
354,41,38,26926,independent,alternative,6
316,35,41,26927,independent,alternative,6
381,38,36,26928,independent,alternative,10
330,35,36,26929,independent,alternative,6
309,38,33,26930,independent,alternative,8
338,35,33,26931,independent,alternative,14
277,34,29,26932,independent,alternative,9
323,38,40,26933,independent,alternative,9
343,39,34,26934,independent,alternative,7
356,41,40,26935,independent,alternative,13
337,34,40,26936,independent,alternative,13
329,40,36,26937,independent,alternative,11
340,40,38,26938,independent,alternative,10
320,39,44,26939,independent,alternative,11
326,42,34,26940,independent,alternative,9
386,30,36,26941,independent,alternative,7
292,32,32,26942,independent,alternative,9
334,33,31,26943,independent,alternative,6
354,38,43,26944,independent,alternative,11
293,41,36,26945,independent,alternative,6
390,43,35,26946,independent,alternative,10
346,38,27,26947,independent,alternative,12
414,36,40,26948,independent,alternative,10
319,34,37,26949,independent,alternative,6
382,29,34,26950,independent,alternative,13
388,41,35,26951,independent,alternative,6
369,31,35,26952,independent,alternative,12
401,39,43,26953,independent,alternative,8
381,40,42,26954,independent,alternative,9
314,33,30,26955,independent,alternative,8
380,34,39,26956,independent,alternative,11
353,34,35,26957,independent,alternative,6
402,37,38,26958,independent,alternative,7
306,39,36,26959,independent,alternative,6
324,35,35,26960,independent,alternative,12
426,43,42,26961,independent,alternative,14
305,41,36,26962,independent,alternative,7
335,41,37,26963,independent,alternative,8
353,37,40,26964,independent,alternative,9
361,44,41,26965,independent,alternative,7
331,43,38,26966,independent,alternative,6
373,43,39,26967,independent,alternative,13
380,41,40,26968,independent,alternative,6
367,36,38,26969,independent,alternative,6
366,39,40,26970,independent,alternative,8
390,40,36,26971,independent,alternative,6
328,45,42,26972,independent,alternative,7
359,39,37,26973,independent,alternative,8
360,41,41,26974,independent,alternative,14
394,38,42,26975,independent,alternative,9
315,42,36,26976,independent,alternative,6
319,35,35,26977,independent,alternative,12
413,36,43,26978,independent,alternative,9
373,40,38,26979,independent,alternative,11
276,33,34,26980,independent,alternative,10
393,39,36,26981,independent,alternative,12
348,37,41,26982,independent,alternative,9
265,33,38,26983,independent,alternative,13
328,41,44,26984,independent,alternative,11
373,40,46,26985,independent,alternative,7
346,35,40,26986,independent,alternative,14
303,40,33,26987,independent,alternative,7
333,39,43,26988,independent,alternative,9
377,39,41,26989,independent,alternative,6
255,33,38,26990,independent,alternative,9
420,45,44,26991,independent,alternative,9
367,37,38,26992,independent,alternative,8
345,37,42,26993,independent,alternative,6
348,40,45,26994,independent,alternative,12
331,37,43,26995,independent,alternative,9
358,38,33,26996,independent,alternative,14
348,35,41,26997,independent,alternative,13
346,35,37,26998,independent,alternative,12
401,43,42,26999,independent,alternative,6
315,36,33,27000,independent,alternative,11
371,37,34,27001,independent,alternative,9
367,39,40,27002,independent,alternative,14
415,39,41,27003,independent,alternative,12
360,35,38,27004,independent,alternative,10
292,37,37,27005,independent,alternative,8
403,34,42,27006,independent,alternative,14
354,38,40,27007,independent,alternative,10
385,38,37,27008,independent,alternative,9
326,26,30,27009,independent,alternative,8
271,43,33,27010,independent,alternative,6
324,36,38,27011,independent,alternative,7
418,34,40,27012,independent,alternative,7
383,42,40,27013,independent,alternative,11
394,37,35,27014,independent,alternative,14
402,39,41,27015,independent,alternative,14
315,35,28,27016,independent,alternative,14
313,43,33,27017,independent,alternative,11
333,39,38,27018,independent,alternative,10
360,45,32,27019,independent,alternative,11
370,44,42,27020,independent,alternative,12
325,37,36,27021,independent,alternative,11
352,33,38,27022,independent,alternative,7
364,42,38,27023,independent,alternative,7
329,36,29,27024,independent,alternative,12
286,27,36,27025,independent,alternative,10
415,42,43,27026,independent,alternative,9
309,39,34,27027,independent,alternative,8
349,36,32,27028,independent,alternative,8
369,46,33,27029,independent,alternative,12
259,33,38,27030,independent,alternative,12
363,34,38,27031,independent,alternative,6
363,43,42,27032,independent,alternative,14
290,37,32,27033,independent,alternative,12
324,40,34,27034,independent,alternative,10
335,32,35,27035,independent,alternative,13
353,39,40,27036,independent,alternative,8
316,29,38,27037,independent,alternative,7
344,34,34,27038,independent,alternative,11
301,33,36,27039,independent,alternative,8
423,33,45,27040,independent,alternative,10
281,37,41,27041,independent,alternative,12
338,34,44,27042,independent,alternative,11
305,32,32,27043,independent,alternative,7
353,42,36,27044,independent,alternative,9
362,39,36,27045,independent,alternative,9
397,42,39,27046,independent,alternative,9
330,34,36,27047,independent,alternative,7
360,44,45,27048,independent,alternative,8
426,38,39,27049,independent,alternative,10
325,35,33,27050,independent,alternative,13
394,43,43,27051,independent,alternative,8
336,35,29,27052,independent,alternative,11
379,38,37,27053,independent,alternative,10
322,33,37,27054,independent,alternative,14
429,36,41,27055,independent,alternative,6
253,42,39,27056,independent,alternative,12
329,32,36,27057,independent,alternative,13
340,28,38,27058,independent,alternative,14
393,39,40,27059,independent,alternative,6
335,39,33,27060,independent,alternative,11
335,35,35,27061,independent,alternative,10
344,31,36,27062,independent,alternative,6
394,38,39,27063,independent,alternative,9
304,40,32,27064,independent,alternative,11
404,44,35,27065,independent,alternative,6
390,27,35,27066,independent,alternative,8
363,28,34,27067,independent,alternative,10
366,38,38,27068,independent,alternative,6
387,39,45,27069,independent,alternative,13
363,38,35,27070,independent,alternative,11
358,36,47,27071,independent,alternative,14
303,34,40,27072,independent,alternative,8
310,42,40,27073,independent,alternative,6
384,37,43,27074,independent,alternative,14
370,31,34,27075,independent,alternative,13
302,37,33,27076,independent,alternative,13
356,37,39,27077,independent,alternative,13
316,35,39,27078,independent,alternative,6
332,40,39,27079,independent,alternative,8
304,41,42,27080,independent,alternative,10
333,35,36,27081,independent,alternative,14
371,39,42,27082,independent,alternative,7
415,38,41,27083,independent,alternative,8
347,41,35,27084,independent,alternative,12
373,45,45,27085,independent,alternative,8
320,42,39,27086,independent,alternative,8
428,39,43,27087,independent,alternative,7
368,36,32,27088,independent,alternative,6
315,42,42,27089,independent,alternative,9
328,39,35,27090,independent,alternative,13
348,31,33,27091,independent,alternative,10
317,24,30,27092,independent,alternative,11
341,36,46,27093,independent,alternative,9
304,39,41,27094,independent,alternative,8
275,36,36,27095,independent,alternative,14
306,31,38,27096,independent,alternative,13
268,40,36,27097,independent,alternative,14
338,38,37,27098,independent,alternative,8
335,32,35,27099,independent,alternative,10
367,31,35,27100,independent,alternative,9
384,39,42,27101,independent,alternative,12
310,33,43,27102,independent,alternative,7
391,39,40,27103,independent,alternative,7
294,35,34,27104,independent,alternative,10
292,30,38,27105,independent,alternative,9
356,38,47,27106,independent,alternative,8
276,38,33,27107,independent,alternative,6
335,46,42,27108,independent,alternative,13
400,42,35,27109,independent,alternative,9
330,38,39,27110,independent,alternative,7
396,37,32,27111,independent,alternative,6
345,40,40,27112,independent,alternative,7
292,36,36,27113,independent,alternative,14
336,35,30,27114,independent,alternative,6
400,35,45,27115,independent,alternative,8
374,41,39,27116,independent,alternative,11
408,39,42,27117,independent,alternative,7
320,37,39,27118,independent,alternative,12
364,42,42,27119,independent,alternative,11
371,32,37,27120,independent,alternative,13
401,40,40,27121,independent,alternative,11
346,31,35,27122,independent,alternative,7
331,39,36,27123,independent,alternative,13
275,41,39,27124,independent,alternative,13
380,37,45,27125,independent,alternative,6
367,38,36,27126,independent,alternative,9
398,39,34,27127,independent,alternative,13
356,37,38,27128,independent,alternative,9
317,43,38,27129,independent,alternative,14
